skill_count,has_projects,has_internship,has_education,has_certifications,action_verb_count,quantified,experience_years,word_count_norm,shortlisted,job_role,salary_band,company_type
5,0,0,0,1,7,1,3.9,0.239,0,Full Stack Developer,5-8 LPA,Product-Based Company
14,1,1,1,1,9,0,2.0,0.665,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
8,0,1,1,1,3,1,1.1,0.659,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
12,0,0,1,0,9,1,2.8,0.245,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
9,1,0,1,0,7,1,2.7,0.784,1,Full Stack Developer,8-12 LPA,Service-Based Company
18,1,0,1,0,12,0,1.8,0.58,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
12,1,1,1,0,9,1,2.9,0.677,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
9,0,1,1,0,4,1,2.5,0.393,1,Full Stack Developer,8-12 LPA,Product-Based Company
9,1,1,1,0,11,0,0.7,0.705,1,Frontend Developer,8-12 LPA,Product-Based Company
5,1,1,1,1,3,1,3.2,0.133,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
5,1,1,1,0,10,1,2.6,0.315,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
2,1,1,1,0,6,1,1.9,0.87,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
16,1,1,1,0,12,1,2.7,0.642,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
2,0,1,1,1,9,1,3.4,0.443,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
13,1,1,1,1,12,0,1.3,0.806,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,0,0,0,6,0,0.4,0.556,0,Backend Developer,3-5 LPA,Product-Based Company
2,0,0,1,1,3,1,2.6,0.825,0,Data Analyst,5-8 LPA,Service-Based Company
5,1,1,1,1,2,1,2.8,0.359,1,Full Stack Developer,12-20 LPA,Mid-Size Tech / Startup
15,1,0,1,1,12,1,1.0,0.899,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,1,0,1,1,4,1,1.1,0.551,0,Data Analyst,8-12 LPA,Government / PSU
6,1,0,1,0,9,1,3.7,0.832,1,Backend Developer,12-20 LPA,Service-Based Company
4,0,0,1,1,0,1,0.6,0.755,0,Backend Developer,3-5 LPA,Mid-Size Tech / Startup
5,1,1,1,1,12,1,1.7,0.845,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
18,1,1,1,1,1,1,3.7,0.467,1,Full Stack Developer,12-20 LPA,Product-Based Company
3,1,1,1,1,12,1,2.6,0.28,1,Machine Learning Engineer,12-20 LPA,Mid-Size Tech / Startup
13,1,0,1,0,11,0,0.3,0.747,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
2,0,1,1,1,1,1,2.6,0.611,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
1,0,0,1,0,1,0,2.6,0.635,0,Data Analyst,3-5 LPA,Product-Based Company
3,0,0,1,1,9,0,2.8,0.233,0,Machine Learning Engineer,5-8 LPA,Product-Based Company
2,1,1,1,1,9,0,3.3,0.216,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
3,1,1,1,1,10,1,0.5,0.8,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
11,1,1,1,1,5,0,1.1,0.875,1,Frontend Developer,8-12 LPA,Product-Based Company
6,1,1,0,0,10,1,3.1,0.116,1,Embedded Systems Engineer,12-20 LPA,Mid-Size Tech / Startup
3,0,0,1,1,4,1,3.2,0.891,1,Data Analyst,5-8 LPA,Service-Based Company
9,1,1,1,1,0,1,2.9,0.726,1,Full Stack Developer,12-20 LPA,Product-Based Company
10,1,0,1,0,8,1,2.5,0.879,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
15,1,1,1,0,12,0,3.4,0.585,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,0,1,0,1,4,0,1.0,0.731,1,Full Stack Developer,8-12 LPA,Product-Based Company
4,1,1,1,1,7,1,0.3,0.34,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
11,1,1,1,0,1,0,0.4,0.855,1,Full Stack Developer,8-12 LPA,Product-Based Company
3,1,1,1,0,9,1,1.5,0.239,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,0,11,1,1.1,0.213,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
11,1,0,1,1,9,1,2.3,0.666,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
8,0,1,1,1,9,1,1.9,0.114,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
8,1,1,1,1,2,1,3.6,0.527,1,Full Stack Developer,12-20 LPA,Mid-Size Tech / Startup
2,1,1,1,0,6,1,3.2,0.2,1,Machine Learning Engineer,12-20 LPA,Mid-Size Tech / Startup
14,1,0,1,1,1,0,2.7,0.265,1,Frontend Developer,8-12 LPA,Service-Based Company
15,1,1,0,1,12,0,2.8,0.289,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,1,0,1,0,11,0,0.1,0.536,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
9,1,1,1,0,10,0,3.5,0.853,1,Frontend Developer,12-20 LPA,Product-Based Company
12,1,0,1,1,5,0,2.6,0.821,1,Full Stack Developer,8-12 LPA,Service-Based Company
18,1,0,1,0,1,1,2.9,0.87,1,Full Stack Developer,12-20 LPA,Service-Based Company
8,1,1,1,0,0,0,1.4,0.597,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,4,1,1.5,0.789,1,Full Stack Developer,8-12 LPA,Product-Based Company
7,1,1,1,1,4,1,0.3,0.268,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
9,0,0,1,0,10,0,1.7,0.798,1,Backend Developer,5-8 LPA,Service-Based Company
14,1,1,1,0,12,0,3.8,0.76,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
11,1,0,1,0,9,1,2.1,0.661,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
5,1,0,1,0,5,1,3.1,0.148,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
12,1,1,1,0,8,0,3.9,0.825,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
5,0,0,1,1,7,0,0.7,0.675,1,Data Analyst,3-5 LPA,Service-Based Company
11,1,0,1,1,8,0,3.7,0.514,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
15,1,0,1,1,8,0,2.8,0.585,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
10,1,1,1,1,12,1,3.6,0.552,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,1,0,1,0,6,1,0.9,0.465,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,1,1,1,1,12,1,1.1,0.123,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,0,1,1.4,0.251,1,Frontend Developer,8-12 LPA,Product-Based Company
14,1,1,1,0,7,1,0.4,0.845,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
14,1,0,1,1,6,1,1.7,0.701,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,0,0,1,1,5,0,3.8,0.874,1,Backend Developer,5-8 LPA,Service-Based Company
14,0,1,1,1,3,0,1.5,0.667,1,Backend Developer,8-12 LPA,Product-Based Company
2,1,0,1,1,11,1,0.1,0.102,1,Embedded Systems Engineer,8-12 LPA,Service-Based Company
4,1,1,1,1,11,1,0.1,0.883,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
16,1,0,1,1,9,1,1.0,0.802,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
4,1,1,0,0,9,0,1.3,0.809,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
12,0,0,1,1,5,0,1.2,0.754,0,Frontend Developer,5-8 LPA,Product-Based Company
4,1,0,1,0,10,1,1.1,0.814,1,Backend Developer,8-12 LPA,Service-Based Company
4,1,1,1,0,4,0,1.9,0.448,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
5,1,1,1,1,11,1,2.1,0.644,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
14,1,0,1,1,7,0,2.8,0.242,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
17,1,0,1,0,1,0,3.4,0.245,1,Frontend Developer,12-20 LPA,Service-Based Company
8,1,0,1,0,12,1,0.3,0.893,1,Full Stack Developer,8-12 LPA,Service-Based Company
4,0,1,1,1,4,0,1.2,0.11,1,Full Stack Developer,5-8 LPA,Mid-Size Tech / Startup
4,1,0,1,0,5,0,0.6,0.864,0,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
6,1,1,1,1,1,0,2.3,0.114,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,8,0,2.9,0.319,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
16,1,1,1,1,2,1,3.9,0.534,1,Full Stack Developer,12-20 LPA,Product-Based Company
17,1,0,1,0,1,1,2.0,0.469,1,Full Stack Developer,12-20 LPA,Service-Based Company
3,1,0,1,1,4,1,3.4,0.331,1,Cybersecurity Engineer,8-12 LPA,Service-Based Company
10,1,1,1,1,12,1,2.7,0.283,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,1,1,1,0,6,1,2.4,0.204,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
3,1,0,1,1,6,0,3.4,0.842,1,Backend Developer,8-12 LPA,Service-Based Company
13,1,1,1,1,8,0,3.1,0.21,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,1,1,1,0,1,1,3.3,0.61,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
11,0,1,1,0,12,1,2.0,0.577,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,1,1,1,12,1,2.2,0.882,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
4,1,0,1,1,0,0,2.6,0.898,1,Backend Developer,5-8 LPA,Service-Based Company
6,1,0,1,1,1,1,2.0,0.667,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
16,1,0,1,0,9,1,2.5,0.461,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
10,1,0,0,1,5,1,2.3,0.883,1,Full Stack Developer,8-12 LPA,Service-Based Company
14,1,1,1,1,3,0,1.2,0.186,1,Frontend Developer,8-12 LPA,Product-Based Company
3,1,0,1,1,0,1,3.5,0.681,1,Data Analyst,8-12 LPA,Service-Based Company
16,1,1,1,0,9,0,2.0,0.807,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,1,1,0,9,0,3.9,0.306,1,Full Stack Developer,12-20 LPA,Mid-Size Tech / Startup
18,1,0,1,1,12,0,3.0,0.194,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
4,1,0,1,1,6,0,3.2,0.767,1,Backend Developer,8-12 LPA,Service-Based Company
14,1,0,1,0,8,1,3.1,0.284,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
1,1,1,1,1,10,1,3.0,0.578,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
2,1,1,1,0,10,1,3.4,0.52,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
3,1,1,1,0,2,0,2.4,0.515,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
8,1,0,1,1,6,1,0.1,0.263,1,Backend Developer,8-12 LPA,Service-Based Company
5,0,1,1,1,10,1,3.9,0.597,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,0,5,1,3.5,0.506,1,Frontend Developer,12-20 LPA,Product-Based Company
5,1,1,1,0,10,1,3.8,0.637,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
4,1,0,1,1,12,1,0.9,0.533,1,Data Analyst,8-12 LPA,Service-Based Company
5,0,0,1,0,9,0,2.1,0.816,0,Backend Developer,5-8 LPA,Government / PSU
8,1,1,1,0,11,0,1.2,0.76,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
2,1,1,1,1,12,1,1.0,0.493,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
4,1,0,1,0,6,1,3.7,0.408,0,Data Analyst,8-12 LPA,Product-Based Company
10,1,1,1,1,12,1,1.6,0.134,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,1,1,1,1,2.8,0.618,1,Full Stack Developer,12-20 LPA,Product-Based Company
12,1,1,1,0,11,0,0.2,0.756,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
5,0,0,1,1,1,0,2.1,0.886,0,Data Analyst,3-5 LPA,Government / PSU
11,1,1,1,0,9,1,3.2,0.303,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
13,1,1,1,0,0,1,2.6,0.741,1,Full Stack Developer,12-20 LPA,Product-Based Company
3,1,0,1,0,6,1,2.4,0.252,1,Full Stack Developer,8-12 LPA,Service-Based Company
1,1,1,1,1,10,1,0.9,0.308,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
9,1,1,1,1,9,0,3.3,0.844,1,Backend Developer,12-20 LPA,Product-Based Company
5,0,1,1,1,3,0,2.7,0.569,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
1,1,1,1,0,3,1,2.8,0.853,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
2,1,0,1,1,10,1,2.4,0.866,1,Data Analyst,8-12 LPA,Service-Based Company
1,1,1,1,0,5,0,3.6,0.142,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
11,1,0,1,1,2,0,1.3,0.23,1,Backend Developer,8-12 LPA,Service-Based Company
9,1,1,1,1,9,1,3.7,0.629,1,Backend Developer,12-20 LPA,Product-Based Company
16,1,0,1,1,12,1,0.8,0.155,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
8,0,1,1,1,1,1,3.7,0.141,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
16,1,0,1,0,5,0,3.5,0.284,1,Full Stack Developer,12-20 LPA,Service-Based Company
17,1,1,1,0,0,1,2.3,0.526,1,Backend Developer,12-20 LPA,Product-Based Company
4,1,0,1,1,6,0,3.7,0.208,1,Frontend Developer,8-12 LPA,Service-Based Company
5,0,1,1,1,10,1,2.4,0.105,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
11,1,1,1,1,2,0,0.2,0.759,1,Backend Developer,8-12 LPA,Product-Based Company
11,1,1,1,1,1,0,0.7,0.889,1,Full Stack Developer,8-12 LPA,Product-Based Company
6,1,1,1,1,2,0,2.0,0.542,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
10,1,1,1,0,5,1,2.0,0.497,1,Backend Developer,12-20 LPA,Product-Based Company
3,1,1,1,0,6,0,2.1,0.574,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
5,1,1,1,0,7,1,3.6,0.589,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
8,1,0,0,0,0,1,2.0,0.522,0,Full Stack Developer,5-8 LPA,Government / PSU
9,1,1,1,0,11,1,0.7,0.286,1,Backend Developer,8-12 LPA,Product-Based Company
10,1,1,1,0,12,0,3.9,0.291,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,0,1,1,1,1,1,0.1,0.504,1,DevOps / Cloud Engineer,5-8 LPA,Mid-Size Tech / Startup
16,1,1,1,1,11,1,2.5,0.731,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
12,1,1,1,1,1,0,0.1,0.214,1,Full Stack Developer,8-12 LPA,Product-Based Company
1,1,1,1,0,10,1,2.2,0.188,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
15,0,1,1,1,11,1,3.9,0.582,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
8,1,1,1,0,0,0,3.4,0.542,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
16,1,1,1,0,7,0,2.1,0.842,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,1,0,0,1,8,0,3.6,0.527,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
16,0,1,1,0,6,0,1.2,0.296,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,1,1,1,11,1,0.5,0.4,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,1,1,1,12,1,3.9,0.265,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
3,1,0,1,1,1,1,3.8,0.605,1,Backend Developer,8-12 LPA,Service-Based Company
8,1,0,0,1,5,1,0.7,0.615,1,Backend Developer,5-8 LPA,Service-Based Company
4,1,0,1,0,5,1,3.1,0.888,1,Backend Developer,8-12 LPA,Service-Based Company
5,1,1,1,0,0,1,1.8,0.568,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
4,1,0,1,1,3,1,0.6,0.399,1,Embedded Systems Engineer,5-8 LPA,Service-Based Company
17,1,1,1,0,2,0,0.8,0.525,1,Backend Developer,8-12 LPA,Product-Based Company
11,1,0,1,1,6,0,2.7,0.255,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,1,0,1,0,6,1,3.8,0.628,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
1,1,1,1,1,1,0,1.3,0.89,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
14,0,1,1,1,9,0,2.5,0.83,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
10,1,1,1,1,11,1,3.6,0.108,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
9,1,1,1,0,10,0,2.2,0.733,1,Frontend Developer,12-20 LPA,Product-Based Company
13,1,1,1,1,6,1,3.0,0.229,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
17,1,0,1,1,8,0,2.5,0.123,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
9,1,1,1,1,1,1,3.4,0.365,1,Frontend Developer,12-20 LPA,Product-Based Company
17,1,0,1,0,4,1,0.0,0.447,1,Frontend Developer,8-12 LPA,Service-Based Company
18,1,0,1,1,11,1,0.6,0.486,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,1,0,1,0,12,0,0.4,0.828,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,0,1,1,0,5,1,1.6,0.672,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
9,1,1,1,1,7,1,1.7,0.266,1,Frontend Developer,8-12 LPA,Product-Based Company
15,0,1,1,0,3,1,0.1,0.26,1,Frontend Developer,8-12 LPA,Product-Based Company
12,1,0,1,0,5,1,0.2,0.256,1,Backend Developer,8-12 LPA,Service-Based Company
10,1,0,1,1,6,0,3.6,0.39,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
7,0,1,0,1,1,1,1.7,0.686,1,DevOps / Cloud Engineer,5-8 LPA,Mid-Size Tech / Startup
11,1,1,1,1,12,0,2.5,0.879,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,1,0,1,0,9,1,1.6,0.338,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
2,1,1,1,1,2,1,2.3,0.89,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
18,1,1,1,1,8,1,0.2,0.683,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,0,1,0,0,0,0.8,0.822,1,Frontend Developer,8-12 LPA,Service-Based Company
15,0,1,1,1,7,1,0.1,0.547,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,0,1,0,2,0,0.7,0.886,1,Full Stack Developer,8-12 LPA,Service-Based Company
5,1,1,1,1,5,0,2.9,0.405,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,0,3,1,2.3,0.604,1,Frontend Developer,12-20 LPA,Product-Based Company
17,1,0,1,1,6,0,0.1,0.748,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
9,1,1,1,1,10,1,1.2,0.516,1,Backend Developer,8-12 LPA,Product-Based Company
3,1,1,1,0,8,1,3.1,0.65,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
2,0,1,1,0,2,0,3.7,0.593,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
9,1,1,1,1,9,1,1.1,0.265,1,Backend Developer,8-12 LPA,Product-Based Company
3,1,0,1,1,4,1,0.8,0.616,1,Backend Developer,5-8 LPA,Service-Based Company
11,1,1,1,0,10,1,1.4,0.57,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
5,1,0,1,1,10,0,2.2,0.813,1,Backend Developer,8-12 LPA,Service-Based Company
13,1,1,1,0,0,1,3.3,0.555,1,Backend Developer,12-20 LPA,Product-Based Company
12,1,1,1,1,1,1,3.7,0.555,1,Full Stack Developer,12-20 LPA,Product-Based Company
8,1,1,1,1,3,0,2.5,0.41,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
12,0,1,1,1,0,0,3.3,0.505,1,Full Stack Developer,8-12 LPA,Product-Based Company
9,1,1,1,1,9,1,2.4,0.279,1,Full Stack Developer,12-20 LPA,Product-Based Company
5,1,1,1,1,12,0,3.4,0.123,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
18,1,0,1,1,10,0,3.8,0.542,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
4,1,1,1,1,11,0,1.1,0.53,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
11,0,0,1,1,0,1,0.9,0.806,1,Full Stack Developer,5-8 LPA,Service-Based Company
7,0,0,1,0,7,1,0.1,0.741,0,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
8,0,0,1,0,5,1,0.9,0.174,0,Full Stack Developer,5-8 LPA,Government / PSU
4,0,0,0,0,11,0,0.5,0.552,0,Data Analyst,3-5 LPA,Mid-Size Tech / Startup
14,0,1,1,0,6,1,2.5,0.52,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
1,1,1,1,1,1,0,3.8,0.126,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,1,1,3.4,0.686,1,Backend Developer,12-20 LPA,Service-Based Company
14,1,1,1,0,0,0,1.2,0.546,1,Frontend Developer,8-12 LPA,Product-Based Company
12,1,1,1,0,4,1,1.2,0.108,1,Full Stack Developer,8-12 LPA,Product-Based Company
2,1,1,1,0,5,0,0.8,0.306,1,Full Stack Developer,5-8 LPA,Mid-Size Tech / Startup
11,0,1,1,1,11,0,2.3,0.443,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
6,0,1,1,1,0,1,2.8,0.577,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,0,11,0,1.6,0.106,1,Machine Learning Engineer,8-12 LPA,Mid-Size Tech / Startup
18,0,0,1,1,12,0,3.9,0.303,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
7,1,0,1,0,8,0,0.8,0.28,0,Machine Learning Engineer,5-8 LPA,Product-Based Company
13,1,1,1,0,7,0,3.2,0.776,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
6,1,1,1,1,11,0,0.6,0.233,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
13,1,0,1,1,0,1,2.3,0.648,1,Backend Developer,12-20 LPA,Service-Based Company
5,1,0,1,1,8,1,3.5,0.314,1,Full Stack Developer,12-20 LPA,Service-Based Company
6,1,1,1,1,7,1,0.7,0.829,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
12,1,1,1,1,9,1,3.7,0.697,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,0,1,0,6,1,3.7,0.483,1,Backend Developer,8-12 LPA,Service-Based Company
18,0,1,1,1,3,1,1.9,0.736,1,Backend Developer,8-12 LPA,Product-Based Company
14,1,1,1,0,7,0,2.6,0.467,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
3,1,1,1,0,4,1,0.4,0.173,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
7,1,0,1,1,4,0,2.4,0.241,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
18,1,0,1,1,12,1,3.8,0.693,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
17,1,1,1,0,11,1,1.9,0.628,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
18,1,1,1,1,5,1,1.7,0.814,1,Frontend Developer,8-12 LPA,Product-Based Company
1,1,1,1,1,0,1,2.6,0.463,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
8,1,1,1,1,8,0,2.3,0.681,1,Full Stack Developer,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,1,6,1,0.8,0.5,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
3,1,0,1,1,7,1,1.2,0.275,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
16,0,0,1,0,3,0,2.6,0.171,1,Backend Developer,5-8 LPA,Service-Based Company
2,1,0,1,1,6,0,0.4,0.649,1,Backend Developer,5-8 LPA,Service-Based Company
7,0,0,1,1,7,0,2.3,0.417,0,DevOps / Cloud Engineer,5-8 LPA,Product-Based Company
17,1,1,1,1,7,0,1.6,0.352,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,1,0,7,0,3.4,0.404,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
13,1,1,1,0,9,1,1.8,0.774,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,0,1,0,10,1,2.7,0.168,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
7,1,1,1,0,5,0,0.4,0.884,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
9,1,0,0,1,10,1,1.5,0.863,1,Backend Developer,8-12 LPA,Service-Based Company
7,1,0,1,1,5,1,1.9,0.572,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
8,1,1,1,0,2,0,0.1,0.202,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
10,0,1,1,1,0,1,0.6,0.466,1,Frontend Developer,8-12 LPA,Product-Based Company
18,1,1,1,1,10,1,2.6,0.205,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
13,1,1,1,0,6,1,3.7,0.483,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
1,1,1,1,0,10,0,3.8,0.198,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
6,0,1,1,0,10,0,0.8,0.654,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
7,0,0,0,1,0,0,1.8,0.167,0,DevOps / Cloud Engineer,3-5 LPA,Mid-Size Tech / Startup
12,0,1,1,1,7,1,0.4,0.649,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,0,1,1,6,1,3.9,0.81,1,DevOps / Cloud Engineer,12-20 LPA,Service-Based Company
5,1,1,1,0,10,1,1.3,0.723,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,1,0,3.0,0.875,1,Full Stack Developer,12-20 LPA,Product-Based Company
3,0,1,1,0,3,1,1.0,0.842,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
5,1,1,1,1,6,1,1.2,0.124,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
11,1,0,1,1,3,1,2.8,0.327,1,Backend Developer,12-20 LPA,Service-Based Company
6,1,0,1,0,3,0,4.0,0.309,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
3,0,1,1,0,8,0,2.9,0.418,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
6,1,0,1,1,3,0,3.1,0.181,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
12,1,0,1,1,11,1,0.6,0.593,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,1,1,1,0,11,0,1.5,0.413,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
10,1,1,1,0,7,0,3.7,0.104,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
